product;store;url;name;confidence
bulgur;lenta;https://lenta.com/product/bulgur--1-prodovolstvennyjj-rossiya-450g-354751/;Булгур НАЦИОНАЛЬ, 450г;high
bulgur;magnit;https://magnit.ru/product/1000252272-krupa_mistral_krupa_pshenichnaya_bulgur_11605_krupa_pshenichnaya_bulgur_500g_polietilenovaya_upakovk;Крупа пшеничная Мистраль Булгур 500г;high
bulgur;vkusvill;https://vkusvill.ru/goods/krupa-pshenichnaya-mistral-bulgur-500-g-32678/;Крупа пшеничная Мистраль Булгур 500 г;high
buryy_ris;lenta;https://lenta.com/product/ris-buryjj-vetnam-470g-915490/;Рис TAMASHAE MIADI PREMIUM Бурый, 470г;high
buryy_ris;magnit;https://magnit.ru/product/1000303403-magnit_ris_buryy_400g_p_up_8;Рис Бурый Premiere of Taste 400г;high
buryy_ris;vkusvill;https://vkusvill.ru/goods/ris-buryy-neshlifovannyy-28795/;Рис бурый нешлифованный;high
chipsy;lavka;https://lavka.yandex.ru/good/chipsy-lays-s-solyu-140-gram;Чипсы Lay's С солью 140 г;medium
chipsy;lenta;https://lenta.com/product/chipsy-kartofelnye-naturalnye-rossiya-140g-611358/;Чипсы картофельные LAY'S Натуральные, 140г;medium
chipsy;vkusvill;https://vkusvill.ru/goods/chipsy-s-gimalayskoy-solyu-60653/;Чипсы с гималайской солью;high
cvetnaya_kapusta;lavka;https://lavka.yandex.ru/good/kapusta-cvetnaya-socvetiya-500-gram;Капуста цветная 500 г;high
cvetnaya_kapusta;lenta;https://lenta.com/product/kapusta-cvetnaya-ves-11749/;Капуста цветная, весовая;high
cvetnaya_kapusta;magnit;https://magnit.ru/product/1000545538-green_ribbon_tsvet_kapusta_zamorozh_700g;Капуста Green Ribbon цветная быстрозамороженная 700г;medium
cvetnaya_kapusta;vkusvill;https://vkusvill.ru/goods/kapusta-tsvetnaya-626/;Капуста цветная;high
dikiy_ris;vkusvill;https://vkusvill.ru/goods/smes-risa-burogo-i-dikogo-paketiki-29383/;Смесь риса бурого и дикого (пакетики);medium
dynya;lavka;https://lavka.yandex.ru/good/dynya-kolhoznica-12-kilogram;Дыня Колхозница 800 г;high
dynya;lenta;https://lenta.com/product/dynya-torpeda-ves-182929/;Дыня Торпеда, весовая;high
dynya;magnit;https://magnit.ru/product/3412140002-dynya_1kg;Дыня;high
dynya;vkusvill;https://vkusvill.ru/goods/dynya-kolkhoznitsa-665/;Дыня Колхозница;high
ezhiki_indeyki;vkusvill;https://vkusvill.ru/goods/ezhiki-iz-indeyki-30042/;Ежики из индейки;high
farsh_govyazhiy;lavka;https://lavka.yandex.ru/good/farsh-govyazhij-iz-lavki-ohlazhdennyj-400-gram;Фарш говяжий Из Лавки 400 г;high
farsh_govyazhiy;lenta;https://lenta.com/product/farsh-govyazhijj-halyal-ohl-rossiya-400g-559276/;Фарш говяжий МЯСНАЯ СЛОБОДА Халяль, 400г;medium
farsh_govyazhiy;magnit;https://magnit.ru/product/1000289907-farsh_eatmeat_govyazhiy_400g;Фарш М Свежесть говяжий 400г;medium
farsh_govyazhiy;vkusvill;https://vkusvill.ru/goods/farsh-iz-govyadiny-postnyy-po-standartu-vv-62798/;Фарш из говядины «Постный по стандарту ВВ», 360 г;high
farsh_indeyki;lavka;https://lavka.yandex.ru/good/farsh-iz-file-grudki-indejki-indilajt-450-gram;Фарш из филе грудки индейки Индилайт 450 г;high
farsh_indeyki;magnit;https://magnit.ru/product/1000199832-farsh_indilayt_klassicheskiy_450g;Фарш Индилайт Классический 450г;high
farsh_indeyki;vkusvill;https://vkusvill.ru/goods/farsh-iz-indeyki-37018/;Фарш из индейки;high
file_bedra_indeyki;lavka;https://lavka.yandex.ru/good/file-bedra-indejki-indilajt-410-gram;Филе бедра индейки Индилайт 410 г;high
file_bedra_indeyki;magnit;https://magnit.ru/product/1000261025-file_bedra_indeyki_indilayt_410g;Филе Индилайт бедра индейки 410г;high
file_bedra_indeyki;vkusvill;https://vkusvill.ru/goods/file-bedra-indeyki-1067/;Филе бедра индейки;high
file_grudki_indeyki;lavka;https://lavka.yandex.ru/good/file-grudki-indejki-indilajt-500-gram;Филе грудки индейки Индилайт 500 г;high
file_grudki_indeyki;magnit;https://magnit.ru/product/1000261026-indilayt_file_grudki_indeyki_okhl500g_lotok_penzamolinvest_4;Филе грудки индейки Индилайт 500г;high
file_grudki_indeyki;vkusvill;https://vkusvill.ru/goods/file-grudki-indeyki-1066/;Филе грудки индейки;high
file_lososya;lenta;https://lenta.com/product/losos-atlanticheskijj-file-razmorozhennoe-rossiya-299993/;Лосось Атлантический филе (из замороженного сырья) ЛЕНТА FRESH, весовой;high
file_lososya;magnit;https://magnit.ru/product/1000128708-pf_iz_ryby_file_lososya_s_kozhey_izgot_iz_morozh_syrya_sp_gm;Филе лосося с кожей;medium
file_lososya;vkusvill;https://vkusvill.ru/goods/semga-file-okhl-113809/;Семга филе охл., вес АО Вкусвилл;high
finiki;lavka;https://lavka.yandex.ru/good/finiki-medzhul-iz-lavki-200-gram-2;Финики Меджул Из Лавки 200 г;high
finiki;lenta;https://lenta.com/product/finiki-korolevskie-ves-471479/;Финики Королевские, весовые;medium
finiki;vkusvill;https://vkusvill.ru/goods/finiki-sort-medzhul-22403/;Финики сорт "Меджул";high
frikadelki_indeyki;vkusvill;https://vkusvill.ru/goods/frikadelki-iz-indeyki-1602/;Фрикадельки из индейки замороженные;high
funchoza;lavka;https://lavka.yandex.ru/good/vermishel-funchoza-sen-soy-iz-zelyonyh-bobov-200-gram;Фунчоза из зелёных бобов Sen Soy 200 г;high
funchoza;lenta;https://lenta.com/product/vermishel-funchoza-iz-zelenyh-bobov-korotkaya-kitajj-200g-747965/;Вермишель из зеленых бобов SANBONSAI Фунчоза, короткая, 200г;high
funchoza;magnit;https://magnit.ru/product/8000120871-takemura_vermishel_funchoza_100g_fl_p;Вермишель Фунчоза Takemura 100г;high
funchoza;vkusvill;https://vkusvill.ru/goods/vermishel-funchoza-27490/;Вермишель «Фунчоза»;high
golubika;lavka;https://lavka.yandex.ru/good/golubika-250-gram;Голубика 250 г;high
golubika;lenta;https://lenta.com/product/golubika-svezhaya-125g-168863/;Голубика свежая, 125г;high
golubika;vkusvill;https://vkusvill.ru/goods/golubika-20082/;Голубика, 125 г;high
govyadina;lavka;https://lavka.yandex.ru/good/govyadina-myakot-bedra-bez-kosti-black-angus-miratorg-600-gram;Говядина мякоть бедра Black Angus без кости 600 г;high
govyadina;lenta;https://lenta.com/product/govyadina-lopatka-beskostnaya-polufabrikat-ohlazhdennyjj-rossiya-42880/;Лопатка говяжья бескостная ЛЕНТА FRESH;medium
govyadina;vkusvill;https://vkusvill.ru/goods/govyadina-dlya-tusheniya-68672/;Говядина для тушения, 400 г;high
granatovyy_sok;lenta;https://lenta.com/product/sok-granatovyjj-pryamojj-otzhim-st-rossiya-1l-177471/;Сок ЛЕНТА Гранатовый прямого отжима, 1л;high
granatovyy_sok;magnit;https://magnit.ru/product/3274230002-sok_nar_granatovyy_1l;Сок Nar Гранатовый 1л;high
granatovyy_sok;vkusvill;https://vkusvill.ru/goods/sok-granatovyy-pryamogo-otzhima-1063/;Сок гранатовый прямого отжима, 1 л;high
grebeshki;lavka;https://lavka.yandex.ru/good/morskoj-grebeshok-file-buhta-izobiliya-svezhemorozhennyj-250-gram;Морской гребешок филе Бухта Изобилия 250 г;high
grebeshki;lenta;https://lenta.com/product/morskojj-grebeshok-sm-rossiya-250g-892324/;Морской гребешок свежемороженый БУХТА ИЗОБИЛИЯ, 250г;high
grebeshki;magnit;https://magnit.ru/product/1000569730-bukhta_izobiliya_file_grebeshka_s_m_250g_p_up;Филе гребешка Бухта изобилия свежемороженое 250г;high
grebeshki;vkusvill;https://vkusvill.ru/goods/morskoy-grebeshok-file-100-130-zam-19426/;Морской гребешок филе 100/130 зам., 300 г;high
grechka;lavka;https://lavka.yandex.ru/good/krupa-grechnevaya-mistral-yadrica-900-gram;Крупа гречневая ядрица Мистраль 900 г;high
grechka;lenta;https://lenta.com/product/krupa-grechnevaya-yadrica-altajjskaya-vs-rossiya-800g-77512/;Крупа гречневая PASSIM Алтайская ядрица, высший сорт, 800г;high
grechka;magnit;https://magnit.ru/product/1393100200-grechka_yadritsa_uvelka_ekstra_800g;Гречка Увелка Экстра 800г;high
grechka;vkusvill;https://vkusvill.ru/goods/krupa-grechnevaya-yadritsa-17699/;Крупа гречневая ядрица, 900 г;high
grechnevye_spagetti;magnit;https://magnit.ru/product/1000303436-barilla_makaronnye_izdeliya_paghett_bez_glyutena_iz_kukuruznoy_i_risovoy_muki_400g_kartonnaya_upakov;Макароны Спагетти без глютена Barilla 400г;medium
grechnevye_spagetti;vkusvill;https://vkusvill.ru/goods/lapsha-iz-grechnevoy-i-risovoy-muki-105157/;Лапша из гречневой и рисовой муки, без глютена;medium
hashbraun;vkusvill;https://vkusvill.ru/goods/khashbraun-s-syrom-i-zelenyu-60066/;Хашбраун с сыром и зеленью, зам.;high
hek;lenta;https://lenta.com/product/hek-potroshenyjj-obezglavlennyjj-1kg-razmorozhennyjj-rossiya-253365/;Хек потрошеный без головы (из замороженного сырья) ЛЕНТА FRESH, весовой;high
hek;magnit;https://magnit.ru/product/8000087093-svoya_rybka_medalony_iz_file_kheka_400g_v_up;Медальоны из филе хека Своя Рыбка 400г;medium
hek;vkusvill;https://vkusvill.ru/goods/khek-file-bez-kozhi-zam-113941/;Хек филе без кожи зам., 600 г;high
hleb_borodinskiy;magnit;https://magnit.ru/product/1000076773-khleb_borodinskiy_narez_rzhan_0_33kg_fl_p_gukovskaya_m_yu;Хлеб Бородинский ржаной нарезанный 330г;high
hleb_borodinskiy;vkusvill;https://vkusvill.ru/goods/izdelie-kh-b-borodinskiy-bezdrozhzhevoy-narezka-63310/;Хлеб «Бородинский» бездрожжевой нарезка;high
hleb_grechnevyy;lavka;https://lavka.yandex.ru/good/izdelie-zernovoe-nehleb-grechkabread-iz-zelyonoj-grechki-so-lnom-450-gram;Нехлеб Grechkabread гречка-лён 400 г;high
hleb_grechnevyy;vkusvill;https://vkusvill.ru/goods/izdelie-iz-p-z-grechnevyy-na-proroshchennoy-grechke-101455/;Изделие из п/з «Гречневый» на пророщенной гречке, 320 г;high
hlebcy;lavka;https://lavka.yandex.ru/good/slajsy-iz-yader-zelyonoj-grechki-pikantnye-grechkabread-100-gram;Слайсы из ядер зелёной гречки 80 г;high
hlebcy;lenta;https://lenta.com/product/hlebcy-grechnevye-s-vitaminami-rossiya-100g-176985/;Хлебцы гречневые DR KORNER с витаминами, 100г;medium
hlebcy;magnit;https://magnit.ru/product/1000116472-khlebtsy_dr_korner_grechnevye_s_vitaminami_bez_glyutena_100g;Хлебцы гречневые с витаминами без глютена Dr.Korner 100г;medium
hlebcy;vkusvill;https://vkusvill.ru/goods/khlebtsy-iz-zelenoy-grechki-s-zelenyu-i-semechkami-tykvy-98236/;Хлебцы из зеленой гречки с зеленью и семечками тыквы, 100 г;high
humus;lavka;https://lavka.yandex.ru/good/humus-iz-lavki-klassicheskij-200-gram;Хумус классический Из Лавки 200 г;medium
humus;vkusvill;https://vkusvill.ru/goods/khumus-marokkanskiy-s-vyalenymi-tomatami-76892/;Хумус «Марокканский» с вялеными томатами;high
inzhir;lavka;https://lavka.yandex.ru/good/inzhir-chernyj-250-gram;Инжир черный 250 г;high
inzhir;lenta;https://lenta.com/product/inzhir-svezhijj-ves-713803/;Инжир свежий, весовой;high
inzhir;magnit;https://magnit.ru/product/1444282074-inzhir_1kg;Инжир;high
inzhir;vkusvill;https://vkusvill.ru/goods/inzhir-21004/;Инжир, 250 г;high
kabachki;lavka;https://lavka.yandex.ru/good/kabachki-500-gram-2;Кабачки 500 г;high
kabachki;lenta;https://lenta.com/product/kabachki-gruntovye-39906/;Кабачки грунтовые, весовые;high
kabachki;magnit;https://magnit.ru/product/3412080003-kabachki;Кабачки;high
kabachki;vkusvill;https://vkusvill.ru/goods/kabachki-619/;Кабачки;high
kakao;lavka;https://lavka.yandex.ru/good/kakao-poroshok-zolotoj-yarlyk-krasnyj-oktyabr-100-gram;Какао-порошок Золотой ярлык Красный Октябрь 100 г;high
kakao;lenta;https://lenta.com/product/kakao-poroshok-natur-kup-rossiya-100g-346019/;Какао-порошок ЛЕНТА натуральный, 100г;high
kakao;magnit;https://magnit.ru/product/1000125976-kakao_naturalnyy_zolotoy_yarlyk_100g;Какао-порошок Золотой ярлык 100г;high
kakao;vkusvill;https://vkusvill.ru/goods/kakao-poroshok-24827/;Какао-порошок;high
kapusta_kvashenaya;lavka;https://lavka.yandex.ru/good/kapusta-kvashenaya-belaya-dacha-klassicheskaya-450-gram;Капуста квашеная Белая дача классическая 450 г;high
kapusta_kvashenaya;magnit;https://magnit.ru/product/1000297802-kapusta_kvashenaya_500g;Капуста квашеная 500г;high
kapusta_kvashenaya;vkusvill;https://vkusvill.ru/goods/kapusta-kvashenaya-29812/;Капуста квашеная;high
kartofel;lavka;https://lavka.yandex.ru/good/kartofel-mytyj-otbornyj-2-kilogram;Картофель мытый 2 кг;high
kartofel;lenta;https://lenta.com/product/kartofel-belyjj-mytyjj-ves-118887/;Картофель белый мытый, весовой;high
kartofel;magnit;https://magnit.ru/product/9072651210-kartofel_1kg;Картофель;high
kartofel;vkusvill;https://vkusvill.ru/goods/kartofel-molodoy-64336/;Картофель молодой;high
keshyu;lavka;https://lavka.yandex.ru/good/keshyu-sushyonyj-iz-lavki-120-gram;Кешью сушёный Из Лавки 120 г;high
keshyu;lenta;https://lenta.com/product/keshyu-naturalnyjj-rossiya-200g-687075/;Кешью ЛЕНТА LIFE натуральный, 200г;high
keshyu;magnit;https://magnit.ru/product/1000425106-premier_of_taste_keshyu_150g_d_p_td_kholding;Кешью натуральный Premiere of Taste 150г;high
keshyu;vkusvill;https://vkusvill.ru/goods/keshyu-sushenyy-49689/;Кешью сушеный;high
kinoa;lavka;https://lavka.yandex.ru/good/kinoa-agro-alyans-450-gram;Киноа Агро-Альянс 450 г;high
kinoa;lenta;https://lenta.com/product/kinoa-ekstra-rossiya-450g-531865/;Киноа АГРО-АЛЬЯНС Экстра, 450г;high
kinoa;magnit;https://magnit.ru/product/1000115066-mistral_kinoa_zerna_500g_m_up_mistral_treyding_12;Киноа Мистраль 500г;high
kinoa;vkusvill;https://vkusvill.ru/goods/krupa-kinoa-mistral-zerna-500-g-46106/;Крупа киноа Мистраль зерна 500 г;high
kisel_zheludochnyy;lenta;https://lenta.com/product/kisel-zheludochnyjj-nejjtralnyjj-rossiya-100g-590340/;Кисель ЛЕОВИТ Желудочный, нейтральный со злаками, 5х20г;medium
kisel_zheludochnyy;magnit;https://magnit.ru/product/1000153791-leovit-kisel-zheludochnyy-neytralnyy-paketiki-20g-5sht;Кисель желудочный нейтральный пакетики Леовит 20г 5шт;high
kivi;lavka;https://lavka.yandex.ru/good/kivi-krupnyj-iz-lavki-500-gram;Киви крупное Из Лавки 500 г;high
kivi;lenta;https://lenta.com/product/kivi-ves-19377/;Киви, весовое;high
kivi;magnit;https://magnit.ru/product/3412080035-kivi_1kg;Киви;high
kivi;vkusvill;https://vkusvill.ru/goods/kivi-16556/;Киви;high
kletchatka;vkusvill;https://vkusvill.ru/goods/psillium-otrubi-podorozhnika-31745/;Псиллиум (отруби подорожника);medium
kostnyy_bulon;lavka;https://lavka.yandex.ru/good/bulon-kostnyj-govyazhij-probulion-zamorozhennyj-300-millilitre;Бульон говяжий костный ProBulion 300 мл;high
kostnyy_bulon;vkusvill;https://vkusvill.ru/goods/bulon-kostnyy-govyazhiy-portsionnyy-110652/;Бульон костный говяжий порционный, замороженный, 1 кг;medium
kotleta_govyadiny;lavka;https://lavka.yandex.ru/good/stejkburger-s-percem-iz-lavki-360-gram;Стейкбургер с перцем Из Лавки 360 г;high
kotleta_govyadiny;vkusvill;https://vkusvill.ru/goods/kotleta-steykburger-38362/;Котлета "Стейкбургер";high
kotlety_indeyki;lavka;https://lavka.yandex.ru/good/kotlety-indilajt-ohlazhdyonnye-400-gram;Котлеты Индилайт 400 г;high
kotlety_indeyki;lenta;https://lenta.com/product/kotlety-iz-indejjki-rossiya-400g-553532/;Котлеты ЛОЖКАРЕВЪ из индейки, 400г;medium
kotlety_indeyki;magnit;https://magnit.ru/product/1000417347-lozhkarev_kotlety_iz_indeyki_400g;Котлеты Ложкаревъ из индейки 400г;medium
kotlety_indeyki;vkusvill;https://vkusvill.ru/goods/kotlety-iz-indeyki-dieticheskie-38076/;Котлеты из индейки "Диетические";high
kotlety_krolika;vkusvill;https://vkusvill.ru/goods/kotlety-iz-krolika-12304/;Котлеты из кролика;high
krevetki;lavka;https://lavka.yandex.ru/good/krevetki-korolevskie-belonogie-6080-iz-lavki-ochishennye-300-gram;Креветки королевские белоногие Из Лавки 300 г;high
krevetki;lenta;https://lenta.com/product/krevetka-korolevskaya-ochishchennaya-vm-rossiya-300g-600919/;Креветки Королевские варено-мороженые БУХТА ИЗОБИЛИЯ очищенные, 300г;high
krevetki;magnit;https://magnit.ru/product/1000570879-agama_krevetka_korol_s_m_ochishch_dlya_salata_krupn_300g_p_up;Креветка Agama королевская очищенная Для салата крупная свежемороженая 300г;high
krevetki;vkusvill;https://vkusvill.ru/goods/krevetki-belonogie-korolevskie-v-m-50-60-67897/;Креветки белоногие "Королевские" в/м 50/60, 500 г;high
kukuruza_mini;lavka;https://lavka.yandex.ru/good/kukuruza-mini-iz-lavki-bystrozamorozhennaya-300-gram;Кукуруза мини Из лавки 300 г;high
kukuruza_mini;lenta;https://lenta.com/product/kukuruza-konservirovannaya-mini-indiya-370ml-748050/;Мини-кукуруза консервированная DOLCE ALBERO, 370мл;medium
kukuruza_mini;magnit;https://magnit.ru/product/8000077740-premiere_of_taste_mini_kukuruza_tselaya_zam_400g;Кукуруза мини целая Premiere of taste 400г;high
kukuruza_mini;vkusvill;https://vkusvill.ru/goods/kukuruza-mini-21394/;Кукуруза мини;high
kukuruznyy_krahmal;lavka;https://lavka.yandex.ru/good/krahmal-kukuruznyj-iz-lavki-vysshij-sort-200-gram;Крахмал кукурузный Из Лавки 200 г;high
kukuruznyy_krahmal;lenta;https://lenta.com/product/krahmal-kukuruznyjj-rossiya-200g-883714/;Крахмал кукурузный ВЫБОР СЕМЬИ, 200г;high
kukuruznyy_krahmal;magnit;https://magnit.ru/product/1000567633-semeynye_sekrety_krakhmal_kukuruznyy_d_vyp_200g;Крахмал Семейные секреты Кукурузный для выпечки 200г;high
kukuruznyy_krahmal;vkusvill;https://vkusvill.ru/goods/krakhmal-kukuruznyy-38450/;Крахмал кукурузный;high
kuraga;lavka;https://lavka.yandex.ru/good/kuraga-semushka-150-gram;Курага Семушка 150 г;high
kuraga;lenta;https://lenta.com/product/kuraga-naturalnaya-bez-kostochki-rossiya-200g-471037/;Курага DOLCE ALBERO натуральная без косточки, 200г;high
kuraga;magnit;https://magnit.ru/product/1000200249-semushka_kuraga_150g_d_p_komservis_8;Курага Семушка 150г;high
kuraga;vkusvill;https://vkusvill.ru/goods/kuraga-gornaya-kirgiziya-94293/;Курага горная (Киргизия), 150 г;high
kurinoe_file;lavka;https://lavka.yandex.ru/good/grudka-cyplyonka-brojlera-file-petelinka-750-gram;Филе грудки цыплёнка Петелинка 750 г;high
kurinoe_file;lenta;https://lenta.com/product/file-kurinoe-ohl-podlozhka-ves-rossiya-123265/;Филе куриное ПЕТЕЛИНКА, весовое;high
kurinoe_file;magnit;https://magnit.ru/product/1000233462-file_tsb_okhl_lotok_1_kg_v_lotok_ooo_soyuzptitseprom_5;Филе цыпленка-бройлера;high
kurinoe_file;vkusvill;https://vkusvill.ru/goods/kurinoe-file-gril-122839/;Куриное филе гриль;high
lapsha_grech_ris;magnit;https://magnit.ru/product/1179990014-sen_soy_premium_lapsha_risovaya_300g_dzhiansi_ch_fuds_24;Лапша Sen Soy Premium Rice Vermicelli рисовая 300г;medium
lapsha_grech_ris;vkusvill;https://vkusvill.ru/goods/lapsha-iz-grechnevoy-i-risovoy-muki-105157/;Лапша из гречневой и рисовой муки, без глютена;high
lepeshka_roti;lavka;https://lavka.yandex.ru/good/lepyoshka-roti-iz-lavki-syrnaya-450-gram;Лепешка Роти Из Лавки сырная 450 г;high
lepeshka_roti;magnit;https://magnit.ru/product/1000547348-mission_lepyeshki_syrnye_250g_floupak_mishn_fuds_stupino;Лепёшки сырные Mission 250г;medium
lepeshka_roti;vkusvill;https://vkusvill.ru/goods/lepeshka-roti-syrnaya-125153/;Лепёшка роти сырная;high
limon;lavka;https://lavka.yandex.ru/good/limon-krupnyj-iz-lavki-220-gram;Лимон крупный Из Лавки 220 г;high
limon;lenta;https://lenta.com/product/limony-ves-94429/;Лимоны, весовые;high
limon;magnit;https://magnit.ru/product/9072651504-limony;Лимоны;high
limon;vkusvill;https://vkusvill.ru/goods/limony-730/;Лимоны;high
listya_salata;lavka;https://lavka.yandex.ru/good/salat-mesklam-125-gram;Салат Месклам 125 г;medium
listya_salata;lenta;https://lenta.com/product/salat-listovojj-v-gorshochke-un-rossiya-1sht-580978/;Салат листовой, в горшочке;medium
listya_salata;magnit;https://magnit.ru/product/3412157101-salat_aysberg_1sht;Салат Айсберг М Свежесть 1шт;medium
listya_salata;vkusvill;https://vkusvill.ru/goods/salat-listovoy-v-gorshochke-18852/;Салат Листовой в горшочке;medium
losos;lenta;https://lenta.com/product/losos-atlanticheskijj-stejjk-razmorozhennyjj-rossiya-299997/;Лосось Атлантический стейк (из замороженного сырья) ЛЕНТА FRESH, весовой;high
losos;magnit;https://magnit.ru/product/8000098000-fish_more_losos_steyk_s_m_na_kozhe_400g_v_u;Лосось стейк свежемороженый на коже Fish&More 400г;high
losos;vkusvill;https://vkusvill.ru/goods/semga-steyk-okhl-63583/;Семга стейк охл., 450 г;high
mango;lavka;https://lavka.yandex.ru/good/mango-ekstra-300-gram;Манго спелое 300 г;high
mango;lenta;https://lenta.com/product/mango-egipet-speloe-ves-6838/;Манго спелое ЛЕНТА FRESH, весовое;high
mango;magnit;https://magnit.ru/product/1444282033-mango;Манго спелое;high
mango;vkusvill;https://vkusvill.ru/goods/mango-egipet-23074/;Манго Египет;high
mannaya_krupa;lavka;https://lavka.yandex.ru/good/krupa-mannaya-mistral-800-gram;Крупа манная Мистраль 800 г;high
mannaya_krupa;lenta;https://lenta.com/product/krupa-mannaya-marka-m-rossiya-700g-64357/;Крупа манная 365 ДНЕЙ марка М, 700г;high
mannaya_krupa;magnit;https://magnit.ru/product/1393100205-uvelka_krupa_mannaya_700g_resurs_6;Крупа Увелка Манная 700г;high
mannaya_krupa;vkusvill;https://vkusvill.ru/goods/krupa-mannaya-makfa-iz-tverdykh-sortov-700-g-40587/;Крупа манная Макфа из твердых сортов 700 г;high
marmelad;lenta;https://lenta.com/product/zhevatelnyjj-marmelad-zolotye-mishki-turciya-80g-705270/;Мармелад жевательный HARIBO Золотые Мишки, 80г;medium
marmelad;vkusvill;https://vkusvill.ru/goods/marmelad-kosichki-sestrichki-iz-yablok-110249/;Мармелад «Косички-сестрички» из яблок;high
masliny;lavka;https://lavka.yandex.ru/good/masliny-federici-bez-kostochki-300-gram;Маслины без косточки Federici 300 г;high
masliny;lenta;https://lenta.com/product/masliny-bk-ispaniya-300g-541247/;Маслины без косточки FILIPPO BERIO, 300г;high
masliny;magnit;https://magnit.ru/product/1000155121-bonduelle_masliny_b_k_300g_zh_b_s_kl_12;Маслины Бондюэль без косточки 300г;high
masliny;vkusvill;https://vkusvill.ru/goods/masliny-bez-kostochki-88540/;Маслины без косточки, ж/б, 280 г;high
mindalnoe_moloko;lavka;https://lavka.yandex.ru/good/napitok-mindalnyj-iz-lavki-na-rastitelnoj-osnove-1-liter;Напиток миндальный Из Лавки 1 л;high
mindalnoe_moloko;lenta;https://lenta.com/product/napitok-rastitelnyjj-barista-mindalnyjj-bez-sahara-12-rossiya-1l-697338/;Напиток растительный PLANTO Barista Миндальный без сахара 1,2%, 1л;high
mindalnoe_moloko;magnit;https://magnit.ru/product/1000526756-planto_nap_mind_bez_sakhar_obog_kalts_u_p_1l_tba;Напиток растительный миндальный без сахара Planto 1.2% 1л;high
mindalnoe_moloko;vkusvill;https://vkusvill.ru/goods/napitok-rastitelnyy-moloko-mindalnoe-86771/;Напиток растительный «Moloko миндальное», 1л;high
morkov;lenta;https://lenta.com/product/morkov-ves-1kg-303639/;Морковь, весовая;high
morkov;magnit;https://magnit.ru/product/9072651201-morkov;Морковь;high
morkov;vkusvill;https://vkusvill.ru/goods/morkov-606/;Морковь;high
morkov_mini;vkusvill;https://vkusvill.ru/goods/morkov-mini-14993/;Мини-морковь;high
morkovnyy_keks;vkusvill;https://vkusvill.ru/goods/keks-morkovnyy-s-gretskim-orekhom-68131/;Кекс морковный с грецким орехом;high
morskaya_kapusta;lavka;https://lavka.yandex.ru/good/salat-iz-morskoj-kapusty-iz-lavki-200-gram;Салат из морской капусты Из Лавки 200 г;medium
